id,saleprice
2876,86641.37879558008
2146,249362.48736448877
103,182023.2675738417
1500,136117.81214844732
492,176342.67010667062
167,163577.28825394972
2597,133762.86284270446
2685,115732.10392993817
1035,150247.27269839562
1220,72185.40955191737
2602,151330.59301672745
2159,206580.33694119932
695,129569.50876901553
1109,266545.91226210346
640,166446.29232296994
1652,153101.66807259002
2090,162597.7679038898
1188,174790.749158724
2345,254006.08897945908
1059,469250.10853308754
2751,232702.56504064868
128,213898.54366367584
1523,168113.11161761786
2925,187894.64484821548
2145,302169.6788430768
1121,231356.71614774002
566,264255.82166656817
565,233695.24242202667
1331,143400.15245533767
2928,135100.13235696775
156,140119.9098226469
797,149952.6890156662
327,103066.01853299036
2859,135826.93314367556
1453,130095.48525321361
1762,355951.1052109148
1868,185334.9597770309
1760,180435.03858415302
1113,232075.9254216581
1812,196686.07502585437
117,161752.10404492458
1142,206352.4898648489
2342,429608.96929712995
927,148414.79954358228
2478,185791.86923452592
655,101261.95833401762
2064,124102.57674990458
369,287147.2957519007
2239,122351.90391480869
2732,213295.48472985814
1653,165183.47720655793
959,220856.44902551826
2395,369990.6345069831
1412,112004.1103076292
271,258761.88027077235
1484,153819.53275822444
1497,153165.67724108318
552,132729.07464536978
2,116027.93794550558
1855,296189.9484919897
4,279979.3375261007
2292,160218.89782448314
134,145931.16189695575
646,95619.0720435631
42,314691.0603070083
532,226727.4436820299
713,113352.97723575404
2561,147268.69813492656
2360,141359.9218478538
1333,135433.24543113358
1407,210132.1169716353
2892,313295.18082288647
574,215609.97014506956
1227,178715.71964747697
2591,206493.72488084532
1476,216781.06387516047
1125,253837.64941767807
1446,140494.66208489085
408,114136.45924302479
1101,292449.5147019289
2251,190968.9350240115
373,187507.9773261546
2554,131769.20573329806
2382,258067.71895533273
1985,75508.82579434663
519,257193.60818681685
1093,186337.16133542842
864,251857.8162121703
2889,144423.36155610907
2308,183792.83245334716
986,171050.60433390728
1302,143943.22376252277
585,156070.50839088098
2708,155359.3042766258
147,145249.5034511137
1441,229514.44252383642
383,186201.61934873855
285,143963.15720223705
181,111717.297133279
358,181794.87160419708
780,167909.20695926502
258,198896.03539359602
1865,220553.18914225593
692,120589.375417233
2902,353891.0880170461
508,268741.3652082024
2638,145029.18765906003
36,146611.64174771967
611,178922.4778503473
2281,148648.532173314
1678,123695.15186883329
1696,527423.8807088649
1557,65062.19005179734
2180,163701.5585413496
1726,222231.25007928666
951,157091.41579473787
267,220153.84043379733
2706,144287.55882511605
2221,257858.36990704056
1357,166901.4660123991
2901,338815.34095853084
347,183302.47387329172
2164,198319.00807999907
1586,322457.8372336013
360,155773.3913724854
1769,263053.388778693
2617,164011.1439689636
1879,148953.86851982205
991,247301.67797550195
1535,128946.86132059511
1191,145411.04999771292
1579,216595.4860361245
1882,150816.67316230654
1510,135084.69919792074
2196,151985.73486008242
1845,190211.56109118133
2336,420816.68693274196
942,79163.92628316898
861,146766.9495610689
2555,122689.6301376579
1392,169868.86055721657
2099,252089.65901336333
1543,125943.35054241325
948,270863.8709958077
1239,167356.69019915326
22,184050.64311789055
2796,238011.0012159804
2747,165580.41132881076
92,288559.6210540436
210,170696.40122497018
1858,205629.66261312677
2228,171993.10217287773
447,226640.28077281485
827,245460.49857267016
1649,223411.8058016478
682,142360.27058430586
2698,106314.117813758
494,166593.0209071738
214,88387.69078869447
2441,248754.92012411729
2679,106559.85782877517
1336,110401.37375687358
465,178564.84303933213
1524,140827.9081745053
2543,116270.09857378057
631,139469.16561224207
2452,298644.9511334319
228,160530.87856125415
126,186894.1303369975
1092,227168.5131101816
1122,214068.88153631112
932,227631.1384020152
1980,67763.17258885178
2171,111397.19373463816
551,149979.59243478137
2768,146334.994227538
2056,124074.64563712367
1159,372199.7098395168
2645,114688.30818190992
1174,176157.61517729732
2266,221866.86833728445
2462,451721.38751506695
1219,147728.57005964706
2922,181952.25423042264
118,142818.11224464435
474,174010.33819234325
2576,152042.80583846706
872,295700.68017774384
1077,216369.1893579232
1536,132589.70890247513
1150,123336.45195007948
2341,330096.4807793934
1931,147420.50155794973
2785,134484.7262210684
2538,135269.28778495739
597,204250.62251208475
464,186614.30846513997
233,224969.68977510597
2169,144942.31704193415
2123,172506.13671664384
1867,175644.62484203803
137,272838.92657410377
515,248913.3081441628
933,119066.92556624487
2784,162755.22750601478
972,167270.0902402478
599,167458.716918609
2614,134546.00386728128
2582,146309.5294447875
1409,148136.2317694291
175,97146.8874160095
352,241110.65845996136
976,95133.17237936759
2134,196016.75158356267
984,132513.5412768346
2396,390077.6275377055
1673,156448.52972990417
404,118365.59839496376
607,149422.78193235013
814,138944.12949464022
868,193795.00627410435
2271,188851.37189290763
1633,242345.70225184684
337,58922.19850874659
2765,170987.27651647947
1746,262184.6259606952
368,332499.77631793526
2806,210629.17019356275
1662,196272.1616647079
1234,217015.09868130766
1373,133151.18311447796
1672,120804.23691514257
1939,132874.66772038827
